,ID,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_review,Polarity,Score
1076,471,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Zu3rain76 from www.tryandreview.com,and the lines around the corner of my eye look slightly less visible,lume (ml):152,5,19-Feb-20,no,"['line', 'corner', 'eye', 'look', 'visible']",0,0
1077,471,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Zu3rain76 from www.tryandreview.com,like this product a lot and will continue to using it,lume (ml):152,5,19-Feb-20,no,"['product', 'lot', 'continue', 'use']",0,0
1078,472,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , rainyylovess from www.tryandreview.com,after using it my skin is moisturiser and looks refreshed,lume (ml):152,4,19-Feb-20,no,"['use', 'skin', 'moisturiser', 'look', 'refresh']",1,1
1079,472,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , rainyylovess from www.tryandreview.com,it is non sticky as well and i like it,lume (ml):152,4,19-Feb-20,no,[],0,0
1080,472,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , rainyylovess from www.tryandreview.com,will continue to use the product for better effect,lume (ml):152,4,19-Feb-20,no,"['continue', 'use', 'product', 'well', 'effect']",1,1
1081,473,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Rachelo from www.tryandreview.com,been using it for almost a week my skin does feel more hydrated and soft,lume (ml):152,4,19-Feb-20,no,"['use', 'week', 'skin', 'feel', 'hydrated', 'soft']",1,1
1082,473,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Rachelo from www.tryandreview.com,i think my skin will improve more if i keep using the essence,lume (ml):152,4,19-Feb-20,no,"['think', 'skin', 'improve', 'keep', 'use', 'essence']",1,1
1083,473,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Rachelo from www.tryandreview.com,lorean essence is slightly thicker in formula compare to sk ii treatment essence but it did not leave any sticky residue and absorb fast,lume (ml):152,4,19-Feb-20,no,"['lorean', 'thick', 'formula', 'compare', 'treatment', 'essence', 'leave', 'sticky', 'residue', 'absorb']",-1,-1
1084,473,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Rachelo from www.tryandreview.com,not bad for the price,lume (ml):152,4,19-Feb-20,no,"['bad', 'price']",-1,-1
1085,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,i had tried the essence for a week,lume (ml):152,5,19-Feb-20,no,"['try', 'essence', 'week']",0,0
1086,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,firstly i like the fragrance light n pleasant smell,lume (ml):152,5,19-Feb-20,no,"['fragrance', 'light', 'pleasant', 'smell']",0,0
1087,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,non sticky feeling,lume (ml):152,5,19-Feb-20,no,"['sticky', 'feeling']",-1,-1
1088,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,after using my make up is easier to set,lume (ml):152,5,19-Feb-20,no,"['use', 'make', 'easy', 'set']",1,1
1089,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,face is moisturiser and firmer,lume (ml):152,5,19-Feb-20,no,['firm'],0,0
1090,474,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , sansmails from www.tryandreview.com,i will continue to use n monitor the effects,lume (ml):152,5,19-Feb-20,no,"['continue', 'use', 'n', 'monitor', 'effect']",0,0
1091,475,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , ilymay from www.tryandreview.com,i used lorean paris revitalise micronized fenella essence water for 7 days and i feel my face is smoother and well hydrated,lume (ml):152,5,19-Feb-20,no,"['use', 'micronize', 'fenella', 'essence', 'water', 'day', 'feel', 'face', 'smooth', 'hydrated']",1,1
1092,475,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , ilymay from www.tryandreview.com,now i feel skin deep beautiful,lume (ml):152,5,19-Feb-20,no,"['feel', 'skin', 'beautiful']",1,1
1093,476,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Cherylpoh80 from www.tryandreview.com,thank you for giving me the opportunity to try out this new fantastic product,lume (ml):152,4,19-Feb-20,no,"['thank', 'give', 'opportunity', 'try', 'new', 'fantastic', 'product']",1,2
1094,476,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Cherylpoh80 from www.tryandreview.com,my skin feel hydrated and moisturise the whole day,lume (ml):152,4,19-Feb-20,no,"['skin', 'feel', 'hydrated', 'moisturise', 'whole', 'day']",0,0
1095,476,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Cherylpoh80 from www.tryandreview.com,it is easy to apply on and non greasy,lume (ml):152,4,19-Feb-20,no,"['easy', 'apply', 'non', 'greasy']",0,0
1096,476,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Cherylpoh80 from www.tryandreview.com,it is also allow my make up to be apply easier,lume (ml):152,4,19-Feb-20,no,"['allow', 'make', 'apply', 'easy']",1,1
1097,476,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Cherylpoh80 from www.tryandreview.com,great product that i would share with my friends,lume (ml):152,4,19-Feb-20,no,"['great', 'product', 'would', 'share', 'friend']",1,1
1098,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,the product is very refreshing,lume (ml):152,5,19-Feb-20,no,"['product', 'refreshing']",1,1
1099,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,i notice my pores sizes have been reduced and almost invisible,lume (ml):152,5,19-Feb-20,no,"['pore', 'size', 'reduce', 'invisible']",-1,-1
1100,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,my skin feel so subtle firm and very smooth,lume (ml):152,5,19-Feb-20,no,"['skin', 'feel', 'subtle', 'firm', 'smooth']",1,1
1101,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,the lines are also almost invisible,lume (ml):152,5,19-Feb-20,no,"['line', 'invisible']",-1,-1
1102,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,i have also notice my powder sets better on my skin,lume (ml):152,5,19-Feb-20,no,"['notice', 'set', 'well', 'skin']",1,1
1103,477,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Br1anna from www.tryandreview.com,definately a good to have and use product and recommended,lume (ml):152,5,19-Feb-20,no,"['good', 'use', 'product', 'recommend']",1,2
1104,478,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jass15 from www.tryandreview.com,the skin feel more hydrated after applying,lume (ml):152,4,19-Feb-20,no,"['skin', 'feel', 'hydrated', 'applying']",0,0
1105,478,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jass15 from www.tryandreview.com,the smell is very nice and non greasy easy to apply,lume (ml):152,4,19-Feb-20,no,"['nice', 'non', 'greasy', 'easy', 'apply']",1,1
1106,478,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jass15 from www.tryandreview.com,make up seems easier to set,lume (ml):152,4,19-Feb-20,no,"['make', 'seem', 'easy', 'set']",1,1
1107,478,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jass15 from www.tryandreview.com,did not see much difference on my lines for the use of 7 days,lume (ml):152,4,19-Feb-20,no,"['see', 'much', 'difference', 'line', 'use', 'day']",0,0
1108,478,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jass15 from www.tryandreview.com,will continue to use it,lume (ml):152,4,19-Feb-20,no,"['continue', 'use']",0,0
1109,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,the product has a pleasant fragrance,lume (ml):152,5,19-Feb-20,no,"['product', 'pleasant', 'fragrance']",1,1
1110,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,gives a dewy look after make up application,lume (ml):152,5,19-Feb-20,no,"['give', 'look', 'make', 'application']",0,0
1111,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,skin feels supple and hydrated,lume (ml):152,5,19-Feb-20,no,"['skin', 'feel', 'supple', 'hydrated']",1,1
1112,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,did not see much changes to the fine lines,lume (ml):152,5,19-Feb-20,no,"['see', 'much', 'change', 'fine', 'line']",1,1
1113,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,will continue to use to observe on any improvement,lume (ml):152,5,19-Feb-20,no,"['continue', 'use', 'observe', 'improvement']",1,1
1114,479,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Kannagi from www.tryandreview.com,thank you for the opportunity,lume (ml):152,5,19-Feb-20,no,"['thank', 'opportunity']",1,1
1115,480,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jochong from www.tryandreview.com,product is pretty refreshing non greasy,lume (ml):152,4,19-Feb-20,no,"['product', 'refreshing', 'non', 'greasy']",0,0
1116,480,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jochong from www.tryandreview.com,love the textures i apply day night my skin did seems more hydrated brighter after usage of 1 week,lume (ml):152,4,19-Feb-20,no,"['love', 'texture', 'apply', 'day', 'night', 'skin', 'seem', 'hydrated', 'bright', 'usage', 'week']",1,2
1117,480,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Jochong from www.tryandreview.com,will continue to use to see better result,lume (ml):152,4,19-Feb-20,no,"['continue', 'use', 'see', 'well', 'result']",1,1
1118,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,the product really keeps my skin feeling hydrated and radiant all day,lume (ml):152,5,19-Feb-20,no,"['product', 'keep', 'skin', 'feel', 'hydrated', 'radiant', 'day']",1,1
1119,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,I am surprised how a few drops of it each time can make such a difference,lume (ml):152,5,19-Feb-20,no,"['surprise', 'drop', 'time', 'make', 'difference']",0,0
1120,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,with the product my skin feels soft moisturizer and healthy,lume (ml):152,5,19-Feb-20,no,"['product', 'skin', 'feel', 'soft', 'moisturizer', 'healthy']",1,2
1121,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,due to my sensitive skin i initially had some concerns before trying the product but I am glad my skin did not have any adverse reaction,lume (ml):152,5,19-Feb-20,no,"['due', 'sensitive', 'skin', 'concern', 'try', 'product', 'glad', 'skin', 'adverse', 'reaction']",0,0
1122,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,in fact i feel that i have less acne problems after i started using this product,lume (ml):152,5,19-Feb-20,no,"['fact', 'feel', 'problem', 'start', 'use', 'product']",-1,-1
1123,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,with its fast absorption and pleasant scent it is easy and comfortable to use the product regularly,lume (ml):152,5,19-Feb-20,no,"['fast', 'absorption', 'pleasant', 'scent', 'easy', 'comfortable', 'use', 'product']",1,4
1124,481,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , Ashleaque from www.tryandreview.com,love it,lume (ml):152,5,19-Feb-20,no,['love'],1,1
1125,482,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , zizi from www.tryandreview.com,after using this product my skin feels moisturizer and refreshing,lume (ml):152,5,19-Feb-20,no,"['use', 'product', 'skin', 'feel', 'moisturizer']",0,0
1126,482,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , zizi from www.tryandreview.com,it absorbs into the skin faster and lines on my face have visibly reduced and have become more firmer and smooth,lume (ml):152,5,19-Feb-20,no,"['fast', 'line', 'face', 'reduce', 'become', 'smooth']",1,2
1127,482,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , zizi from www.tryandreview.com,would recommend to my friends to try it,lume (ml):152,5,19-Feb-20,no,"['would', 'recommend', 'friend', 'try']",1,1
1128,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,packaging is really good it looks elegant,lume (ml):152,5,19-Feb-20,no,"['packaging', 'good', 'look', 'elegant']",1,2
1129,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,the smell is really nice,lume (ml):152,5,19-Feb-20,no,['nice'],1,1
1130,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,after applying the product my skin feels hydrated,lume (ml):152,5,19-Feb-20,no,"['apply', 'product', 'skin', 'feel', 'hydrated']",0,0
1131,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,price is reasonable and it really works,lume (ml):152,5,19-Feb-20,no,"['price', 'reasonable', 'work']",1,2
1132,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,the consistency is thin its very light it glides very easily and and absorbent wise super fast,lume (ml):152,5,19-Feb-20,no,"['consistency', 'thin', 'light', 'glide', 'absorbent', 'wise']",1,1
1133,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,it does t leave a greasy feeling at all,lume (ml):152,5,19-Feb-20,no,"['leave', 'greasy', 'feeling']",-1,-1
1134,483,L-oreal-Paris,Face Treatments Serums,L'Oréal Paris Revitalift Centella Anti-Aging Micro Essence 130ml,$26.90 , maan from www.tryandreview.com,after 7 days of using this product i can really see the difference,lume (ml):152,5,19-Feb-20,no,"['day', 'use', 'product', 'see', 'difference']",0,0
